"Lake Partner Program Calcium (Ca) Concentration Data, 2008-2016",,,,,,,,
,,,,,Latitude,Longitude,,Ca
Lake Name,Township,STN,Site ID,Site Description,(DMS),(DMS),Date,(mg/L)
KENNAWAY LAKE,HARCOURT,6976,2,"Mid Lake, deep spot",450814,781029,27-May-16,6.5
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,26-May-08,5.7
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,24-Apr-09,6.1
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,13-May-10,6.9
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,12-May-11,5.6
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,11-May-12,6.7
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,07-May-13,5.3
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,30-May-14,6.4
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,02-May-15,6.6
KENNEBEC LAKE,KENNEBEC,6977,1,"E end, deep spot",444527,765424,24-Apr-16,5.4
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,25-May-08,8.4
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,24-May-09,6.7
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,13-Jun-10,5.4
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,08-Jun-11,7.6
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,06-Jun-12,8.4
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,12-Jun-13,8.8
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,21-Jun-14,9.2
KENNEBEC LAKE,KENNEBEC,6977,3,W end-Salmon R Mouth,444351,765902,24-Apr-16,7.5
KENNISIS LAKE,HAVELOCK,2293,2,E end,451343,783612,18-May-09,1.7
KENNISIS LAKE,HAVELOCK,2293,2,E end,451343,783612,20-May-12,2.1
KENNISIS LAKE,HAVELOCK,2293,2,E end,451343,783612,20-May-13,1.6
KENNISIS LAKE,HAVELOCK,2293,2,E end,451343,783612,20-May-14,2.2
KENNISIS LAKE,HAVELOCK,2293,2,E end,451343,783612,17-May-15,2.0
KENNISIS LAKE,HAVELOCK,2293,2,E end,451343,783612,22-May-16,2.1
KENNISIS LAKE,HAVELOCK,2293,3,"Deep spot, West end",451209,783937,13-May-12,2.0
KENNISIS LAKE,HAVELOCK,2293,3,"Deep spot, West end",451209,783937,04-May-13,1.7
KENNISIS LAKE,HAVELOCK,2293,3,"Deep spot, West end",451209,783937,04-Jul-14,2.1
KENNISIS LAKE,HAVELOCK,2293,3,"Deep spot, West end",451209,783937,10-May-15,1.7
KENNISIS LAKE,HAVELOCK,2293,3,"Deep spot, West end",451209,783937,30-Apr-16,1.9
KERNICK LAKE (PIKE),ARMOUR,2302,3,"Mid Lake, deep spot",453727,792056,12-May-12,1.8
KERNICK LAKE (PIKE),ARMOUR,2302,3,"Mid Lake, deep spot",453727,792056,16-May-13,1.6
KERNICK LAKE (PIKE),ARMOUR,2302,3,"Mid Lake, deep spot",453727,792056,06-May-14,2.2
KERNICK LAKE (PIKE),ARMOUR,2302,3,"Mid Lake, deep spot",453727,792056,12-Jun-15,2.0
KERNICK LAKE (PIKE),ARMOUR,2302,3,"Mid Lake, deep spot",453727,792056,29-May-16,2.0
KEYNOTE LAKE,UNORGANIZED,7616,1,"Mid Lake, Deep Spot, Key-Mid",501526,931517,13-May-15,18.2
KEYNOTE LAKE,UNORGANIZED,7616,1,"Mid Lake, Deep Spot, Key-Mid",501526,931517,20-May-16,18.4
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,20-May-08,23.0
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,29-Oct-08,21.1
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,18-May-09,21.5
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,24-May-10,20.3
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,24-Jun-10,19.6
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,22-May-11,18.7
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,26-Jun-11,18.9
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,27-Jul-11,19.1
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,19-Aug-11,20.5
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,06-Oct-11,19.6
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,22-Oct-11,19.3
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,26-May-12,21.3
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,21-Jun-12,22.5
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,01-Aug-12,20.7
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,14-Aug-12,21.4
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,11-May-13,23.5
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,23-Jun-13,21.2
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,16-Jul-13,20.5
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,25-May-14,21.5
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,20-Jun-14,22.7
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,20-Jul-14,19.9
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,27-May-15,23.9
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,28-Jun-15,20.4
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,04-Jun-16,21.8
KILLENBECK LAKE,LEEDS-THOUSAND IS,6978,1,"S/W end, deep spot",442951,760348,26-Jun-16,23.1
KNOWLTON LAKE,LOUGHBOROUGH,6436,1,"Mid Lake, deep spot",442711,763649,28-May-10,34.0
KNOWLTON LAKE,LOUGHBOROUGH,6436,1,"Mid Lake, deep spot",442711,763649,19-May-12,33.3
KNOWLTON LAKE,LOUGHBOROUGH,6436,1,"Mid Lake, deep spot",442711,763649,20-May-13,33.9
KNOWLTON LAKE,LOUGHBOROUGH,6436,1,"Mid Lake, deep spot",442711,763649,21-May-14,34.8
KNOWLTON LAKE,LOUGHBOROUGH,6436,1,"Mid Lake, deep spot",442711,763649,03-Jun-15,38.8
KNOWLTON LAKE,LOUGHBOROUGH,6436,1,"Mid Lake, deep spot",442711,763649,10-May-16,34.6
KOSHLONG LAKE,GLAMORGAN,2365,1,Dysart Bay,445826,783041,14-Jun-09,1.9
KOSHLONG LAKE,GLAMORGAN,2365,1,Dysart Bay,445826,783041,18-Jul-10,1.9
KOSHLONG LAKE,GLAMORGAN,2365,1,Dysart Bay,445826,783041,28-May-12,2.4
KOSHLONG LAKE,GLAMORGAN,2365,1,Dysart Bay,445826,783041,12-Jul-14,2.4
KOSHLONG LAKE,GLAMORGAN,2365,2,Wallace Island,445816,782915,14-Jun-09,1.9
KOSHLONG LAKE,GLAMORGAN,2365,3,Barristers Bay,445835,782837,29-Oct-08,2.3
KOSHLONG LAKE,GLAMORGAN,2365,3,Barristers Bay,445835,782837,14-Jun-09,1.9
KOSHLONG LAKE,GLAMORGAN,2365,3,Barristers Bay,445835,782837,18-Jul-10,1.9
KOSHLONG LAKE,GLAMORGAN,2365,3,Barristers Bay,445835,782837,28-May-12,2.3
KOSHLONG LAKE,GLAMORGAN,2365,4,Bark Bay-Inlet,445742,782800,29-Oct-08,2.2
KOSHLONG LAKE,GLAMORGAN,2365,4,Bark Bay-Inlet,445742,782800,29-Oct-08,2.3
KOSHLONG LAKE,GLAMORGAN,2365,4,Bark Bay-Inlet,445742,782800,14-Jun-09,1.9
KOSHLONG LAKE,GLAMORGAN,2365,4,Bark Bay-Inlet,445742,782800,18-Jul-10,1.9
KOSHLONG LAKE,GLAMORGAN,2365,4,Bark Bay-Inlet,445742,782800,28-May-12,2.3
KOSHLONG LAKE,GLAMORGAN,2365,4,Bark Bay-Inlet,445742,782800,12-Jul-14,2.4
KOSHLONG LAKE,GLAMORGAN,2365,5,Dam-Outlet,445810,783046,29-Oct-08,2.2
KOSHLONG LAKE,GLAMORGAN,2365,5,Dam-Outlet,445810,783046,29-Oct-08,2.2
KOSHLONG LAKE,GLAMORGAN,2365,5,Dam-Outlet,445810,783046,14-Jun-09,1.9
KOSHLONG LAKE,GLAMORGAN,2365,5,Dam-Outlet,445810,783046,18-Jul-10,0.7
KOSHLONG LAKE,GLAMORGAN,2365,5,Dam-Outlet,445810,783046,28-May-12,2.3
KOSHLONG LAKE,GLAMORGAN,2365,5,Dam-Outlet,445810,783046,12-Jul-14,2.4
KOSHLONG LAKE,GLAMORGAN,2365,6,Telephone Bay,445803,782820,14-Jun-09,1.9
KOSHLONG LAKE,GLAMORGAN,2365,6,Telephone Bay,445803,782820,18-Jul-10,1.9
KOSHLONG LAKE,GLAMORGAN,2365,6,Telephone Bay,445803,782820,28-May-12,2.3
KOSHLONG LAKE,GLAMORGAN,2365,6,Telephone Bay,445803,782820,12-Jul-14,2.4
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,20-May-08,3.1
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,25-May-09,2.8
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,18-Apr-10,3.2
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,12-May-11,3.0
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,12-Apr-12,3.0
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,05-May-13,2.7
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,18-May-14,3.1
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,11-May-15,3.2
KUKAGAMI LAKE,SCADDING-DAVIS,2369,1,Deep spot,464400,803300,09-Apr-16,3.0
KULAS LAKE (GREENAN),"SHERWOOD, JONES & BURNS",7312,2,"Mid lake, deep spot",452811,774360,06-May-13,4.9
KULAS LAKE (GREENAN),"SHERWOOD, JONES & BURNS",7312,2,"Mid lake, deep spot",452811,774360,20-May-14,5.6
KULAS LAKE (GREENAN),"SHERWOOD, JONES & BURNS",7312,2,"Mid lake, deep spot",452811,774360,18-May-15,5.6
KULAS LAKE (GREENAN),"SHERWOOD, JONES & BURNS",7312,2,"Mid lake, deep spot",452811,774360,25-Jun-16,5.2
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,04-Jun-09,2.2
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,23-Jun-10,2.2
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,30-May-11,2.4
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,21-May-12,2.8
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,17-May-13,2.2
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,20-May-14,2.8
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,26-May-15,2.8
KUSHOG LAKE,STANHOPE,2373,1,"Mid Lake, deep spot",450526,784727,01-Jun-16,2.6
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,04-Jun-09,1.8
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,23-Jun-10,1.9
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,30-May-11,1.9
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,21-May-12,2.1
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,17-May-13,1.8
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,20-May-14,2.2
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,26-May-15,2.3
KUSHOG LAKE,STANHOPE,2373,2,"N end, deep spot",450635,784823,05-Jun-16,2.2
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,04-Jun-09,2.4
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,23-Jun-10,2.5
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,30-May-11,2.7
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,21-May-12,2.9
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,17-May-13,2.5
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,20-May-14,2.9
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,26-May-15,3.0
KUSHOG LAKE,STANHOPE,2373,3,"S end, deep spot",450239,784523,03-Jun-16,2.5
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,04-Jun-09,2.4
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,23-Jun-10,2.5
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,30-May-11,2.7
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,21-May-12,2.8
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,17-May-13,2.4
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,20-May-14,2.9
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,26-May-15,3.0
KUSHOG LAKE,STANHOPE,2373,4,S/E end-BigSouthBay,450331,784530,05-Jun-16,2.7
LA CLOCHE LAKE,SPANISH RIVER,6896,1,"N end, deep spot",460904,820300,19-May-08,3.4
LA CLOCHE LAKE,SPANISH RIVER,6896,1,"N end, deep spot",460904,820300,18-May-09,2.6
LA CLOCHE LAKE,SPANISH RIVER,6896,1,"N end, deep spot",460904,820300,20-May-10,3.0
LA CLOCHE LAKE,SPANISH RIVER,6896,1,"N end, deep spot",460904,820300,06-May-12,3.0
LA CLOCHE LAKE,SPANISH RIVER,6896,1,"N end, deep spot",460904,820300,15-Jun-13,2.7
LA CLOCHE LAKE,SPANISH RIVER,6896,1,"N end, deep spot",460904,820300,01-May-15,2.6
LA CLOCHE LAKE,SPANISH RIVER,6896,1,"N end, deep spot",460904,820300,05-May-16,2.5
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,22-May-08,3.7
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,18-May-09,3.4
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,17-Apr-10,4.1
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,22-May-11,3.4
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,05-May-12,3.9
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,18-May-13,3.7
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,19-May-14,4.1
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,09-May-15,4.4
LACLU LAKE (LULU),PELLATT,7148,1,Webb's Rd- W Laclu,494624,944341,16-May-16,4.4
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,22-May-08,4.1
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,29-Oct-08,3.6
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,01-Jul-09,3.3
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,14-Apr-10,4.3
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,20-Jun-10,4.0
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,09-May-11,3.7
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,14-Jun-11,3.6
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,07-Aug-11,3.7
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,05-Sep-11,3.5
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,27-Sep-11,3.4
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,22-Oct-11,3.6
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,03-May-12,4.2
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,01-Jun-12,4.0
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,14-Aug-12,4.3
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,25-May-13,3.6
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,23-Jun-13,3.4
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,29-Jul-13,3.7
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,20-May-14,4.1
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,25-Jun-14,3.8
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,11-Jul-14,3.9
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,29-Apr-15,4.4
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,24-May-15,4.5
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,23-Jun-15,4.3
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,29-Apr-16,4.2
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,27-May-16,4.2
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,21-Jun-16,3.9
LACLU LAKE (LULU),PELLATT,7148,2,lot #54-30m offshore,494624,944206,21-Jun-16,3.9
LACLU LAKE (LULU),PELLATT,7148,6,Off Indian Is.,494605,944200,10-May-08,4.4
LACLU LAKE (LULU),PELLATT,7148,6,Off Indian Is.,494605,944200,04-Jun-09,3.5
LACLU LAKE (LULU),PELLATT,7148,6,Off Indian Is.,494605,944200,23-May-10,3.3
LACLU LAKE (LULU),PELLATT,7148,6,Off Indian Is.,494605,944200,26-Jun-11,3.5
LACLU LAKE (LULU),PELLATT,7148,6,Off Indian Is.,494605,944200,21-May-12,3.9
LACLU LAKE (LULU),PELLATT,7148,6,Off Indian Is.,494605,944200,26-May-13,3.7
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,12-May-08,39.7
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,22-May-10,33.5
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,09-May-11,37.0
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,19-May-12,41.1
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,20-May-13,38.9
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,18-May-14,38.1
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,17-May-15,35.5
LAKE CLEAR,SEBASTOPOL,2453,1,"E. end, centre",452535,771007,22-May-16,37.3
LAKE CLEAR,SEBASTOPOL,2453,2,"N. end, deep spot",452706,771341,24-May-10,35.3
LAKE CLEAR,SEBASTOPOL,2453,2,"N. end, deep spot",452706,771341,22-May-11,35.0
LAKE CLEAR,SEBASTOPOL,2453,2,"N. end, deep spot",452706,771341,20-May-12,35.3
LAKE CLEAR,SEBASTOPOL,2453,2,"N. end, deep spot",452706,771341,19-May-13,38.5
LAKE CLEAR,SEBASTOPOL,2453,2,"N. end, deep spot",452706,771341,31-May-14,36.7
LAKE CLEAR,SEBASTOPOL,2453,2,"N. end, deep spot",452706,771341,21-May-16,32.9
LAKE CLEAR,SEBASTOPOL,2453,3,"E end, Hardwood Bay",452613,770939,06-Jun-10,40.1
LAKE CLEAR,SEBASTOPOL,2453,3,"E end, Hardwood Bay",452613,770939,04-Jun-11,36.0
LAKE CLEAR,SEBASTOPOL,2453,3,"E end, Hardwood Bay",452613,770939,21-May-12,35.4
LAKE CLEAR,SEBASTOPOL,2453,3,"E end, Hardwood Bay",452613,770939,02-Jun-13,36.0
LAKE CLEAR,SEBASTOPOL,2453,3,"E end, Hardwood Bay",452613,770939,06-Jun-14,36.9
LAKE CLEAR,SEBASTOPOL,2453,3,"E end, Hardwood Bay",452613,770939,23-May-16,34.7
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,20-May-08,38.3
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,02-Jun-09,37.4
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,17-May-10,40.1
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,28-May-11,35.7
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,23-May-12,36.1
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,27-May-13,39.4
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,20-May-14,38.7
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,27-May-15,37.6
LAKE CLEAR,SEBASTOPOL,2453,4,Hanes Island West,452616,771151,23-May-16,34.1
LAKE CLEAR,SEBASTOPOL,2453,5,South End,452538,771133,31-May-11,35.9
LAKE CLEAR,SEBASTOPOL,2453,5,South End,452538,771133,06-May-12,38.5
LAKE CLEAR,SEBASTOPOL,2453,5,South End,452538,771133,28-May-13,36.0
LAKE CLEAR,SEBASTOPOL,2453,5,South End,452538,771133,29-May-14,37.6
LAKE CLEAR,SEBASTOPOL,2453,5,South End,452538,771133,15-May-15,36.2
LAKE CLEAR,SEBASTOPOL,2453,5,South End,452538,771133,23-May-16,33.3
LAKE OF BAYS,FRANKLIN,2469,7,S of Britania Bay,451726,790430,25-May-08,2.2
LAKE OF BAYS,FRANKLIN,2469,12,Little Trading Bay,451456,785303,02-Jun-09,1.6
LAKE OF BAYS,FRANKLIN,2469,12,Little Trading Bay,451456,785303,21-Jun-10,1.8
LAKE OF BAYS,FRANKLIN,2469,12,Little Trading Bay,451456,785303,13-Jun-11,1.6
LAKE OF BAYS,FRANKLIN,2469,12,Little Trading Bay,451456,785303,21-Jun-12,1.9
LAKE OF BAYS,FRANKLIN,2469,12,Little Trading Bay,451456,785303,03-Jul-13,1.7
LAKE OF BAYS,FRANKLIN,2469,12,Little Trading Bay,451456,785303,08-Jun-14,2.2
LAKE OF BAYS,FRANKLIN,2469,12,Little Trading Bay,451456,785303,26-May-15,1.9
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,21-May-09,21.6
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,23-May-10,25.6
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,29-May-11,22.5
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,26-May-12,23.7
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,08-Jun-13,21.6
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,07-Jun-14,24.3
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,30-May-15,24.5
LAKE OF ISLANDS,MARMORA-LAKE,6236,1,"Mid Lake, deep spot",444623,774443,22-May-16,21.9
LAKE OF THE WOODS,MCCROSSON,2473,1,WhitefishBay-CampBay,491511,940224,23-May-08,12.0
LAKE OF THE WOODS,MCCROSSON,2473,1,WhitefishBay-CampBay,491511,940224,24-May-09,8.7
LAKE OF THE WOODS,MCCROSSON,2473,1,WhitefishBay-CampBay,491511,940224,22-May-10,9.3
LAKE OF THE WOODS,MCCROSSON,2473,1,WhitefishBay-CampBay,491511,940224,29-May-11,9.4
LAKE OF THE WOODS,MCCROSSON,2473,1,WhitefishBay-CampBay,491511,940224,01-Jun-12,10.5
LAKE OF THE WOODS,MCCROSSON,2473,1,WhitefishBay-CampBay,491511,940224,28-May-13,10.3
LAKE OF THE WOODS,MCCROSSON,2473,1,WhitefishBay-CampBay,491511,940224,26-May-14,12.0
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,18-May-08,14.0
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,18-Sep-08,14.5
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,12-May-09,11.9
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,25-Apr-10,12.0
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,15-Jun-10,10.9
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,08-Jul-10,11.4
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,08-May-11,10.8
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,14-Jun-11,11.7
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,23-Jul-11,12.3
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,07-Aug-11,12.8
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,05-Sep-11,11.6
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,01-Oct-11,12.5
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,01-May-12,14.1
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,09-Jun-12,14.5
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,03-Jul-12,13.8
LAKE OF THE WOODS,MCCROSSON,2473,2,AndrewBay-RichesBay,493530,942150,11-Aug-12,13.9
