sid	SRS043001	SRS015989	SRS021477	SRS022621	SRS064493	SRS017120	SRS016746	SRS020226	SRS020220	SRS017127	SRS021473	SRS020386	SRS062752	SRS011132	SRS011134	SRS050184	SRS011529	SRS063351	SRS063215	SRS048164	SRS024649	SRS018394	SRS017025	SRS016513	SRS016516	SRS018157	SRS064423	SRS047113	SRS052330	SRS011355	SRS011452	SRS019787	SRS014682	SRS054776	SRS024140	SRS014683	SRS024144	SRS015450	SRS016018	SRS019607	SRS047014	SRS019601	SRS019600	SRS063287	SRS075410	SRS015803	SRS015960	SRS043755	SRS052590	SRS023914	SRS013637	SRS015215	SRS015217	SRS024567	SRS024561	SRS057355	SRS018784	SRS013818	SRS013950	SRS018981	SRS018739	SRS013956	SRS051600	SRS024428	SRS053854	SRS019045	SRS019128	SRS019129	SRS019122	SRS019120	SRS019126	SRS019127	SRS019124	SRS019125	SRS013258	SRS045606	SRS013881	SRS052027	SRS013252	SRS024021	SRS056519	SRS015650	SRS052756	SRS023557	SRS052697	SRS048719	SRS022006	SRS062713	SRS053584	SRS014894	SRS014459	SRS014890	SRS045978	SRS047335	SRS065335	SRS017808	SRS063417	SRS016342	SRS011098	SRS045049	SRS014573	SRS011090	SRS016267	SRS016559	SRS019587	SRS016553	SRS019582	SRS014689	SRS055378	SRS024087	SRS011397	SRS013170	SRS015071	SRS015072	SRS015073	SRS014684	SRS014686	SRS014687	SRS049147	SRS046688	SRS019867	SRS058808	SRS018591	SRS046686	SRS019906	SRS015799	SRS016196	SRS015793	SRS050925	SRS015794	SRS015797	SRS016191	SRS022077	SRS018369	SRS053603	SRS022071	SRS022079	SRS064449	SRS016297	SRS013723	SRS054590	SRS051031	SRS023958	SRS013476	SRS016954	SRS011302	SRS011306	SRS024075	SRS014472	SRS015425	SRS019081	SRS017433	SRS064774	SRS024620	SRS019087	SRS056210	SRS049318	SRS017439	SRS016043	SRS046344	SRS047044	SRS019161	SRS017209	SRS016292	SRS056892	SRS015854	SRS058105	SRS013215	SRS015225	SRS017851	SRS023987	SRS013825	SRS023534	SRS064376	SRS064809	SRS018661	SRS018665	SRS042131	SRS064704	SRS022609	SRS019019	SRS065278	SRS011239	SRS052620	SRS058053	SRS019016	SRS014313	SRS023583	SRS019015	SRS023176	SRS013502	SRS024355	SRS065179	SRS013506	SRS048791	SRS016225	SRS058336	SRS016752	SRS016753	SRS017156	SRS020232	SRS020233	SRS018791	SRS065099	SRS019028	SRS015038	SRS015133	SRS011126	SRS050628	SRS043646	SRS047265	SRS016092	SRS019685	SRS014629	SRS042984	SRS042457	SRS016095	SRS024381	SRS022137	SRS024388	SRS019333	SRS063478	SRS023850	SRS019339	SRS024318	SRS042858	SRS051505	SRS016529	SRS015040	SRS011343	SRS042910	SRS014107	SRS063985	SRS049237	SRS016434	SRS062520	SRS024132	SRS015663	SRS024138	SRS014494	SRS065431	SRS016200	SRS045197	SRS017244	SRS017247	SRS016002	SRS024580	SRS045127	SRS018337	SRS023926	SRS017080	SRS056695	SRS015264	SRS024557	SRS055426	SRS015269	SRS024655	SRS058182	SRS013948	SRS013949	SRS020349	SRS013942	SRS017687	SRS013946	SRS013947	SRS020340	SRS013945	SRS054061	SRS023847	SRS022645	SRS065504	SRS019119	SRS019116	SRS022721	SRS052668	SRS065133	SRS022725	SRS020862	SRS012663	SRS013542	SRS013269	SRS020869	SRS020868	SRS015061	SRS043676	SRS015060	SRS057539	SRS017191	SRS014923	SRS077730	SRS077736	SRS055118	SRS077738	SRS050669	SRS065347	SRS014888	SRS011247	SRS045313	SRS011243	SRS047634	SRS017814	SRS014287	SRS017810	SRS045254	SRS045645	SRS043411	SRS044373	SRS019379	SRS055982	SRS021948	SRS018575	SRS018573	SRS056622	SRS015395	SRS016569	SRS052876	SRS013164	SRS016188	SRS022145	SRS015762	SRS017103	SRS044474	SRS054962	SRS050244	SRS019872	SRS047824	SRS019974	SRS015168	SRS019976	SRS017533	SRS017537	SRS015782	SRS053335	SRS063272	SRS057717	SRS019894	SRS023964	SRS045004	SRS017044	SRS018329	SRS063932	SRS024265	SRS024347	SRS051941	SRS015430	SRS023346	SRS015434	SRS015436	SRS024009	SRS015537	SRS050025	SRS063288	SRS050029	SRS052988	SRS016037	SRS016033	SRS017215	SRS019391	SRS018300	SRS016039	SRS019397	SRS016581	SRS021496	SRS016585	SRS017821	SRS017820	SRS042284	SRS013836	SRS018656	SRS020334	SRS062427	SRS017713	SRS050299	SRS024482	SRS019029	SRS017497	SRS019027	SRS019026	SRS019025	SRS019024	SRS019022	SRS023591	SRS065142	SRS054569	SRS013533	SRS018439	SRS054653	SRS058221	SRS024424	SRS063603	SRS049959	SRS050752	SRS054956	SRS051378	SRS013951	SRS065310	SRS047225	SRS048870	SRS023526	SRS057692	SRS019329	SRS016086	SRS057022	SRS022083	SRS022129	SRS015899	SRS016088	SRS015895	SRS014613	SRS015893	SRS016360	SRS022536	SRS050422	SRS022532	SRS011310	SRS016533	SRS022092	SRS020336	SRS049712	SRS013155	SRS018133	SRS015755	SRS013158	SRS015752	SRS015051	SRS015057	SRS015054	SRS015055	SRS015059	SRS015574	SRS017441	SRS017445	SRS022530	SRS015578	SRS063999	SRS022158	SRS019219	SRS051882	SRS019215	SRS012273	SRS015941	SRS012902	SRS015921	SRS015947	SRS023938	SRS012279	SRS024068	SRS023835	SRS045262	SRS023837	SRS015274	SRS015272	SRS013711	SRS015378	SRS024625	SRS015374	SRS024549	SRS015278	SRS013876	SRS063035	SRS024064	SRS012291	SRS017697	SRS012294	SRS013879	SRS062540	SRS062544	SRS019063	SRS049389	SRS019067	SRS019064	SRS057807	SRS022719	SRS047100	SRS058723	SRS058770	SRS019267	SRS051930	SRS042643	SRS053398	SRS015470	SRS024435	SRS043663	SRS024017	SRS022734	SRS049900	SRS050007	SRS024301	SRS018769	SRS014473	SRS011152	SRS047219	SRS014470	SRS014477	SRS014476	SRS014475	SRS014474	SRS047210	SRS011255	SRS014271	SRS044662	SRS052604	SRS045715	SRS049744	SRS045713	SRS057205	SRS015996	SRS057791	SRS043018	SRS054687	SRS016203	SRS018817	SRS016575	SRS018463	SRS047844	SRS015381	SRS077751	SRS015190	SRS050484	SRS017139	SRS062761	SRS052874	SRS049995	SRS015154	SRS064276	SRS019968	SRS043701	SRS015158	SRS017520	SRS017521	SRS016989	SRS016331	SRS048411	SRS016335	SRS023970	SRS023971	SRS016501	SRS016503	SRS024289	SRS018149	SRS024277	SRS018145	SRS051116	SRS024377	SRS024375	SRS064557	SRS057083	SRS042428	SRS021954	SRS014124	SRS014126	SRS019225	SRS024015	SRS015440	SRS063193	SRS049268	SRS043772	SRS075406	SRS017227	SRS019389	SRS019221	SRS013239	SRS013234	SRS055298	SRS023617	SRS051613	SRS019386	SRS019387	SRS018312	SRS024470	SRS015209	SRS021484	SRS055401	SRS021483	SRS020328	SRS014979	SRS024081	SRS013800	SRS011584	SRS011586	SRS017700	SRS017701	SRS019030	SRS019033	SRS044626	SRS014235	SRS019039	SRS022625	SRS019327	SRS023358	SRS013521	SRS023352	SRS023354	SRS078176	SRS051791	SRS018585	SRS019910	SRS018427	SRS058213	SRS051244	SRS044486	SRS011061	SRS023595	SRS046623	SRS024637	SRS011263	SRS023538	SRS011269	SRS049283	SRS021960	SRS064645	SRS016319	SRS021969	SRS019980	SRS019986	SRS017013	SRS019989	SRS019591	SRS019597	SRS024331	SRS020261	SRS020263	SRS015745	SRS011405	SRS015065	SRS011271	SRS015063	SRS015062	SRS014691	SRS014690	SRS014464	SRS055450	SRS017451	SRS015646	SRS015644	SRS017511	SRS015640	SRS022149	SRS022143	SRS017304	SRS017307	SRS018357	SRS015937	SRS054430	SRS018351	SRS013705	SRS056323	SRS018359	SRS016944	SRS015369	SRS016495	SRS053437	SRS042628	SRS018971	SRS018975	SRS018978	SRS012281	SRS014578	SRS013687	SRS012285	SRS024598	SRS024596	SRS019077	SRS019071	SRS019073	SRS020858	SRS016111	SRS016056	SRS018969	SRS024447	SRS024441	SRS016349	SRS018778	SRS063040	SRS017849	SRS018671	SRS015044	SRS014901	SRS014575	SRS020856	SRS011144	SRS014465	SRS014466	SRS011140	SRS063178	SRS016600	SRS052227	SRS017691	SRS056259	SRS044742
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59019	0.0	0.15046	0.0	0.0	1.46625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66005	0.0	0.0	0.0	0.0	0.0	3.09509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17907	0.0	0.0	0.0	0.0	0.0	0.0	1.79027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59896	0.0	0.0	0.0	2.08729	0.0	5.46418	0.0	0.0	0.0	0.01065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.88207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48236	0.0	0.0	0.0	0.0	1.34992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.22919	0.0	0.0	0.8323	0.0	0.0	0.0	0.0	0.00669	0.0	0.0	5.00694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59971	0.0	0.0	0.0	0.0	0.0	0.06615	0.0	0.0	0.0	2.95046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.45664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.0	0.0	3.99056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.80579	8e-05	0.0	2.03185	0.0	0.87817	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.93855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.0	5.71168	0.0	1.31333	0.0	0.13374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.81824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8352	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.00651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00592	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
