"Sample Number","Sampled Date","Partial Postal Code","Lead Amount ppb"
1585015,22-MAY-14,M4L,"0.802"
1584798,22-MAY-14,M4G,"0.381"
1583940,22-MAY-14,M4J,"0.0584"
1583943,22-MAY-14,M4C,"0.431"
1586483,22-MAY-14,M4K,"0.223"
1587645,22-MAY-14,M5V,"7.60"
1585444,22-MAY-14,M4J,"4.17"
1585543,22-MAY-14,M4C,"13.5"
1586141,22-MAY-14,M4K,"6.89"
1586543,22-MAY-14,M6P,"3.14"
1584949,22-MAY-14,M6S,"0.173"
1586527,22-MAY-14,M5M,"12.9"
1587044,22-MAY-14,M8V,"0.0791"
1589011,22-MAY-14,M5R,"0.107"
1584918,22-MAY-14,M6K,"1.02"
1585455,22-MAY-14,M4L,"0.0616"
1587996,22-MAY-14,M4K,"2.77"
1584939,22-MAY-14,M5M,"3.14"
1585588,22-MAY-14,M8Y,"<0.0500"
1584807,22-MAY-14,M6J,"0.147"
1584669,22-MAY-14,M4P,"4.45"
1585005,22-MAY-14,M6C,"<0.0500"
1584764,22-MAY-14,M5M,"0.181"
1584971,22-MAY-14,M6G,"0.812"
1584768,22-MAY-14,M4K,"0.351"
1584659,22-MAY-14,M4K,"0.387"
1584950,22-MAY-14,M6H,"2.44"
1586749,22-MAY-14,M9R,"0.0511"
1585723,22-MAY-14,M4B,"0.132"
1587050,22-MAY-14,M6G,"8.69"
1583547,22-MAY-14,M4E,"0.136"
1588630,22-MAY-14,M4C,"0.0961"
1583927,22-MAY-14,M4E,"0.0532"
1584874,22-MAY-14,M6P,"0.117"
1584666,22-MAY-14,M4C,"1.84"
1584795,22-MAY-14,M4G,"0.0868"
1585004,22-MAY-14,M4S,"0.571"
1583942,22-MAY-14,M4J,"5.24"
1585818,22-MAY-14,M9B,"0.0582"
1584763,22-MAY-14,M4L,"2.63"
1584769,22-MAY-14,M6C,"0.343"
1584630,22-MAY-14,M6J,"1.70"
1584709,22-MAY-14,M4B,"9.85"
1584650,22-MAY-14,M4J,"13.4"
1583933,22-MAY-14,M4C,"0.106"
1586497,22-MAY-14,M4L,"4.82"
1591604,22-MAY-14,M8Z,"0.0796"
1586618,22-MAY-14,M6G,"0.505"
1585453,22-MAY-14,M4L,"0.382"
1586270,22-MAY-14,M4E,"1.30"
1586528,22-MAY-14,M8X,"0.178"
1585538,22-MAY-14,M6R,"0.128"
1584973,22-MAY-14,M4J,"11.2"
1587622,22-MAY-14,M2N,"0.0645"
1587385,22-MAY-14,M5R,"0.0809"
1585748,22-MAY-14,M4N,"0.234"
1585514,22-MAY-14,M4C,"0.690"
1585811,22-MAY-14,M6S,"0.0907"
1583920,22-MAY-14,M4B,"1.42"
1585809,22-MAY-14,M3H,"0.135"
1584910,22-MAY-14,M6G,"1.47"
1585007,22-MAY-14,M4E,"0.142"
1584793,22-MAY-14,M4R,"4.28"
1585013,22-MAY-14,M4S,"0.172"
1584796,22-MAY-14,M6C,"1.36"
1585574,22-MAY-14,M4N,"<0.0500"
1586758,22-MAY-14,M6R,"0.0733"
1586272,22-MAY-14,M4M,"4.28"
1585726,22-MAY-14,M4N,"0.0684"
1586652,22-MAY-14,M6P,"11.7"
1585781,22-MAY-14,M6E,"5.00"
1587654,22-MAY-14,M4B,"4.25"
1587155,22-MAY-14,M6R,"0.126"
1587995,22-MAY-14,M4J,"<0.0500"
1586620,22-MAY-14,M4M,"0.108"
1584959,22-MAY-14,M4E,"1.05"
1586273,22-MAY-14,M4J,"<0.0500"
1584887,22-MAY-14,M6S,"<0.0500"
1587869,22-MAY-14,M1P,"0.134"
1587064,22-MAY-14,M9C,"0.140"
1585602,22-MAY-14,M4S,"1.01"
1586269,22-MAY-14,M4E,"0.117"
1585518,22-MAY-14,M4L,"6.59"
1585363,22-MAY-14,M8W,"0.676"
1584877,22-MAY-14,M6G,"0.164"
1586136,22-MAY-14,M4J,"2.70"
1585625,22-MAY-14,M8X,"<0.0500"
1587893,22-MAY-14,M4C,"1.68"
1584916,22-MAY-14,M6P,"0.0876"
1585537,22-MAY-14,M5M,"5.25"
1585539,22-MAY-14,M2R,"0.416"
1585554,22-MAY-14,M4N,"1.02"
1585737,22-MAY-14,M9W,"<0.0500"
1584739,22-MAY-14,M4N,"0.155"
1587831,22-MAY-14,M4C,"8.12"
1584804,22-MAY-14,M4E,"0.228"
1586530,22-MAY-14,M5S,"0.807"
1584885,22-MAY-14,M6N,"0.119"
1584809,22-MAY-14,M6R,"0.0801"
1586299,22-MAY-14,M4C,"0.101"
1587924,22-MAY-14,M1V,"0.492"
1584893,22-MAY-14,M6R,"1.01"
1584914,22-MAY-14,M3K,"0.0827"
1585512,22-MAY-14,M4L,"<0.0500"
1585587,22-MAY-14,M4M,"0.857"
1585728,22-MAY-14,M4C,"3.22"
1584677,22-MAY-14,M6P,"0.0595"
1585634,22-MAY-14,M4C,"0.0646"
1583937,22-MAY-14,M4C,"0.545"
1584915,22-MAY-14,M5M,"0.121"
1585014,22-MAY-14,M6P,"0.245"
1584917,22-MAY-14,M5M,"8.75"
1585356,22-MAY-14,M6M,"4.73"
1586271,22-MAY-14,M1N,"8.84"
1585519,22-MAY-14,M4C,"3.44"
1584891,22-MAY-14,M3H,"0.0753"
1583374,21-MAY-14,M4L,"0.156"
1583919,21-MAY-14,M4L,"6.10"
1584938,21-MAY-14,M6A,"0.0849"
1586708,21-MAY-14,M6S,"<0.0500"
1583371,21-MAY-14,M4L,"0.405"
1587985,21-MAY-14,M1L,"0.0763"
1583916,21-MAY-14,M5A,"0.376"
1583922,21-MAY-14,M4C,"0.136"
1583551,21-MAY-14,M4S,"0.0983"
1583874,21-MAY-14,M4J,"0.0847"
1583817,21-MAY-14,M4K,"<0.0500"
1583878,21-MAY-14,M4J,"0.167"
1583586,21-MAY-14,M2N,"2.14"
1583972,21-MAY-14,M4C,"<0.0500"
1584744,21-MAY-14,M6J,"1.48"
1583758,21-MAY-14,M4J,"1.57"
1584662,21-MAY-14,M5P,"<0.0500"
1584753,21-MAY-14,M4S,"4.43"
1584710,21-MAY-14,M6G,"0.140"
1583820,21-MAY-14,M4C,"9.31"
1584708,21-MAY-14,M4S,"0.649"
1587362,21-MAY-14,M6P,"<0.0500"
1586274,21-MAY-14,M6R,"0.0640"
1583876,21-MAY-14,M4J,"0.134"
1583567,21-MAY-14,M5R,"1.45"
1584711,21-MAY-14,M8W,"1.38"
1588750,21-MAY-14,M4B,"0.0953"
1583624,21-MAY-14,M4R,"0.923"
1583832,21-MAY-14,M4K,"0.256"
1584584,21-MAY-14,M1N,"0.0574"
1584765,21-MAY-14,M6E,"0.193"
1583926,21-MAY-14,M4J,"0.157"
1583938,21-MAY-14,M4J,"1.87"
1583626,21-MAY-14,M5M,"1.92"
1584924,21-MAY-14,M5R,"0.151"
1583941,21-MAY-14,M4C,"<0.0500"
1584968,21-MAY-14,M5S,"0.236"
1586534,21-MAY-14,M9A,"0.317"
1583798,21-MAY-14,M4J,"0.131"
1584757,21-MAY-14,M6K,"5.10"
1583891,21-MAY-14,M1M,"0.0800"
1583936,21-MAY-14,M4C,"1.33"
1583868,21-MAY-14,M4J,"2.76"
1583883,21-MAY-14,M1M,"0.0570"
1583679,21-MAY-14,M4C,"0.434"
1583914,21-MAY-14,M1M,"0.0606"
1584960,21-MAY-14,M6J,"<0.0500"
1583931,21-MAY-14,M4C,"0.227"
1583915,21-MAY-14,M4C,"2.18"
1585600,21-MAY-14,M9C,"<0.0500"
1585609,21-MAY-14,M4N,"4.95"
1585613,21-MAY-14,M9R,"0.0885"
1583784,21-MAY-14,M4C,"0.277"
1583813,21-MAY-14,M4C,"0.186"
1583889,21-MAY-14,M1M,"0.176"
1584707,21-MAY-14,M1M,"<0.0500"
1583858,21-MAY-14,M4J,"2.89"
1584784,21-MAY-14,M6S,"0.454"
1583613,21-MAY-14,M2N,"0.184"
1584740,21-MAY-14,M4K,"4.40"
1583627,21-MAY-14,M2N,"0.108"
1586753,21-MAY-14,M9A,"<0.0500"
1586468,21-MAY-14,M1L,"0.0981"
1583628,21-MAY-14,M3H,"<0.0500"
1583625,21-MAY-14,M3H,"0.293"
1585756,21-MAY-14,M1M,"0.0687"
1583336,21-MAY-14,M5P,"1.06"
1583864,21-MAY-14,M4E,"0.898"
1583921,21-MAY-14,M4J,"14.5"
1585810,21-MAY-14,M6P,"1.21"
1583856,21-MAY-14,M4J,"3.78"
1588622,21-MAY-14,M6K,"0.307"
1583871,21-MAY-14,M4C,"<0.0500"
1585702,21-MAY-14,M4J,"2.53"
1585579,21-MAY-14,M9B,"0.0976"
1584966,21-MAY-14,M6R,"1.18"
1583562,21-MAY-14,M4N,"0.439"
1583331,21-MAY-14,M4R,"1.39"
1584705,21-MAY-14,M4C,"0.375"
1585354,21-MAY-14,M6R,"0.111"
1583583,21-MAY-14,M6R,"0.208"
1584668,21-MAY-14,M5M,"<0.0500"
1583782,21-MAY-14,M4L,"0.791"
1583372,21-MAY-14,M4C,"0.400"
1584651,21-MAY-14,M4V,"3.67"
1583366,21-MAY-14,M5N,"0.0521"
1587058,21-MAY-14,M6N,"0.0714"
1583377,21-MAY-14,M6H,"0.0965"
1584766,21-MAY-14,M6K,"7.47"
1585483,21-MAY-14,M4C,"0.101"
1583584,21-MAY-14,M2P,"0.255"
1586774,21-MAY-14,M4M,"3.55"
1584908,21-MAY-14,M6P,"0.101"
1584964,21-MAY-14,M6H,"0.156"
1584582,21-MAY-14,M4S,"0.991"
1586474,21-MAY-14,M1R,"0.0750"
1586553,21-MAY-14,M9B,"0.175"
1584956,21-MAY-14,M4C,"1.50"
1585008,21-MAY-14,M6S,"16.7"
1603909,21-MAY-14,M1S,"0.133"
1584657,21-MAY-14,M8V,"<0.0500"
1584965,21-MAY-14,M6G,"0.0818"
1584783,21-MAY-14,M6C,"3.99"
1584712,21-MAY-14,M6P,"1.05"
1585001,21-MAY-14,M4G,"<0.0500"
1584970,21-MAY-14,M5M,"<0.0500"
1584801,21-MAY-14,M4N,"5.87"
1589677,21-MAY-14,M4C,"0.153"
1584583,21-MAY-14,M4N,"2.63"
1585447,21-MAY-14,M8Y,"0.657"
1583866,21-MAY-14,M4C,"0.253"
1584909,21-MAY-14,M4R,"0.161"
1585460,21-MAY-14,M4E,"0.194"
1587284,21-MAY-14,M4R,"1.89"
1584706,21-MAY-14,M4L,"3.48"
1584747,21-MAY-14,M6E,"11.0"
1585006,21-MAY-14,M6P,"4.46"
1583630,21-MAY-14,M3A,"0.213"
1585557,21-MAY-14,M4J,"1.81"
1583928,21-MAY-14,M4J,"3.48"
1585817,21-MAY-14,M6K,"0.683"
1584602,21-MAY-14,M4C,"0.596"
1585814,21-MAY-14,M6P,"0.0849"
1584799,21-MAY-14,M6G,"0.218"
1586765,21-MAY-14,M5P,"0.118"
1584890,21-MAY-14,M2H,"0.0839"
1584661,21-MAY-14,M5M,"0.0558"
1584782,21-MAY-14,M4W,"0.834"
1584719,21-MAY-14,M6K,"0.593"
1584772,21-MAY-14,M5S,"0.133"
1585002,21-MAY-14,M8Y,"<0.0500"
1585003,21-MAY-14,M9A,"<0.0500"
1584923,21-MAY-14,M6P,"0.362"
1587068,21-MAY-14,M6N,"0.241"
1584748,21-MAY-14,M5N,"0.0705"
1584794,21-MAY-14,M4W,"3.37"
1589008,21-MAY-14,M6E,"3.74"
1584969,21-MAY-14,M4C,"2.48"
1585355,21-MAY-14,M9A,"<0.0500"
1583974,21-MAY-14,M4C,"13.7"
1583564,21-MAY-14,M5M,"8.20"
1584876,21-MAY-14,M6P,"3.77"
1583824,21-MAY-14,M4J,"0.112"
1587013,21-MAY-14,M6H,"0.242"
1585667,21-MAY-14,M4G,"0.0905"
1586275,21-MAY-14,M4M,"4.03"
1583880,21-MAY-14,M4M,"6.69"
1583831,21-MAY-14,M4B,"0.0519"
1583848,21-MAY-14,M4J,"0.204"
1583793,21-MAY-14,M4J,"0.114"
1583615,20-MAY-14,M6P,"<0.0500"
1584972,20-MAY-14,M6E,"5.51"
1583925,20-MAY-14,M4C,"0.151"
1583930,20-MAY-14,M4C,"4.22"
1583611,20-MAY-14,M8V,"0.0934"
1583917,20-MAY-14,M4L,"3.08"
1584912,20-MAY-14,M6J,"2.13"
1585445,20-MAY-14,M6M,"0.234"
1583318,20-MAY-14,M4R,"2.58"
1584756,20-MAY-14,M4T,"0.0689"
1583368,20-MAY-14,M9P,"0.225"
1583362,20-MAY-14,M5T,"0.199"
1583610,20-MAY-14,M6E,"5.26"
1583517,20-MAY-14,M5M,"0.0559"
1588673,20-MAY-14,M1R,"0.158"
1583308,20-MAY-14,M4T,"0.118"
1583538,20-MAY-14,M5P,"0.258"
1583527,20-MAY-14,M4R,"0.159"
1583563,20-MAY-14,M9P,"0.129"
1583280,20-MAY-14,M9P,"0.133"
1584704,20-MAY-14,M4N,"0.105"
1583829,20-MAY-14,M4C,"11.9"
1583376,20-MAY-14,M4M,"2.25"
1583269,20-MAY-14,M4J,"0.182"
1584785,20-MAY-14,M4M,"3.82"
1583518,20-MAY-14,M5M,"4.11"
1583582,20-MAY-14,M5M,"13.0"
1583468,20-MAY-14,M6S,"0.0532"
1583578,20-MAY-14,M4C,"<0.0500"
1585374,20-MAY-14,M4K,"0.0833"
1583566,20-MAY-14,M6P,"4.90"
1587735,20-MAY-14,M5M,"3.49"
1583467,20-MAY-14,M6G,"0.0789"
1587107,20-MAY-14,M6G,"0.396"
1583859,20-MAY-14,M4C,"1.00"
1583575,20-MAY-14,M2N,"0.105"
1583815,20-MAY-14,M4C,"6.67"
1583577,20-MAY-14,M6P,"0.650"
1583469,20-MAY-14,M4T,"0.436"
1584733,20-MAY-14,M4J,"4.29"
1583932,20-MAY-14,M1L,"3.31"
1583770,20-MAY-14,M4J,"1.49"
1583580,20-MAY-14,M6S,"4.36"
1584726,20-MAY-14,M4L,"4.73"
1583800,20-MAY-14,M4J,"2.34"
1583939,20-MAY-14,M4J,"1.80"
1584745,20-MAY-14,M4C,"0.137"
1586775,20-MAY-14,M6E,"5.37"
1583862,20-MAY-14,M4C,"11.0"
1583796,20-MAY-14,M4J,"1.53"
1583918,20-MAY-14,M4J,"<0.0500"
1583835,20-MAY-14,M4L,"5.97"
1583565,20-MAY-14,M8V,"<0.0500"
1583581,19-MAY-14,M5M,"1.60"
1583545,18-MAY-14,M4T,"6.51"
1583373,17-MAY-14,M5R,"0.816"
1583369,16-MAY-14,M5M,"0.308"
1583870,16-MAY-14,M4E,"0.158"
1583375,16-MAY-14,M6P,"1.02"
1583576,16-MAY-14,M4R,"6.13"
1583579,16-MAY-14,M6S,"20.2"
1583561,16-MAY-14,M4R,"1.04"
1583924,16-MAY-14,M4C,"5.97"
1583609,15-MAY-14,M9A,"0.658"
1582347,14-MAY-14,M4L,"1.43"
1583612,14-MAY-14,M6N,"4.61"
1580516,14-MAY-14,Tor,"0.0719"
1583573,13-MAY-14,M4E,"0.135"
1598336,13-MAY-14,M4J,"1.04"
1584762,13-MAY-14,M4R,"0.473"
1581154,12-MAY-14,M6C,"0.727"
1580538,12-MAY-14,M6E,"2.15"
1581050,12-MAY-14,M4E,"0.0931"
1581047,12-MAY-14,M4E,"0.131"
1581078,10-MAY-14,M4K,"8.23"
1580517,09-MAY-14,M2J,"0.256"
1582495,09-MAY-14,M4L,"6.76"
1581134,09-MAY-14,M6P,"0.115"
1580518,09-MAY-14,M2N,"<0.0500"
1581188,09-MAY-14,M6P,"0.701"
1581148,08-MAY-14,M5S,"3.11"
1581155,08-MAY-14,M4M,"4.43"
1581183,07-MAY-14,M6S,"0.121"
1581049,07-MAY-14,M4J,"0.639"
1581108,07-MAY-14,M8Z,"0.0847"
1578468,06-MAY-14,M4M,"2.12"
1581054,06-MAY-14,M5S,"0.0661"
1597243,05-MAY-14,M4R,"3.04"
1579030,05-MAY-14,M4B,"3.17"
1581170,02-MAY-14,M8W,"0.0664"
1579035,02-MAY-14,M4M,"<0.0500"
1581212,02-MAY-14,M9C,"0.103"
1579033,01-MAY-14,M4J,"0.0749"
1579034,01-MAY-14,M4J,"0.185"
1575197,30-APR-14,M5M,"1.81"
1575141,30-APR-14,M1L,"0.139"
1575144,30-APR-14,M6J,"13.2"
1573370,29-APR-14,M6H,"0.529"
1575140,29-APR-14,M4K,"3.22"
1575142,29-APR-14,M4J,"0.0963"
1575143,29-APR-14,M4E,"0.223"
1580513,28-APR-14,M4R,"0.0518"
1588957,28-APR-14,M6R,"2.66"
1575172,28-APR-14,M6K,"7.13"
1574999,27-APR-14,M4J,"0.200"
1575169,27-APR-14,M4W,"0.802"
1573047,27-APR-14,M6B,"<0.0500"
1583826,25-APR-14,M1M,"0.516"
1583934,25-APR-14,M2J,"4.78"
1583973,25-APR-14,M1M,"0.313"
1575003,25-APR-14,M4J,"1.17"
1575166,25-APR-14,M4K,"<0.0500"
1575151,25-APR-14,M4K,"0.130"
1583822,25-APR-14,M4E,"<0.0500"
1575170,24-APR-14,M6B,"0.349"
1573344,24-APR-14,M6C,"0.445"
1573342,24-APR-14,M6P,"0.371"
1573339,24-APR-14,M6P,"<0.0500"
1575168,23-APR-14,M5R,"0.0860"
1581112,23-APR-14,M6P,"<0.0500"
1573048,23-APR-14,M4G,"0.0868"
1576198,23-APR-14,M5R,"0.459"
1575138,23-APR-14,M4K,"0.0548"
1573396,23-APR-14,M6R,"<0.0500"
1575167,23-APR-14,M6J,"21.8"
1573369,23-APR-14,M8V,"0.130"
1575153,22-APR-14,M4K,"21.1"
1570904,22-APR-14,M6N,"4.31"
1575137,22-APR-14,M1N,"0.559"
1575139,22-APR-14,M4T,"3.18"
1581107,21-APR-14,M5P,"4.44"
1573356,21-APR-14,M6S,"<0.0500"
1573056,17-APR-14,M2M,"0.500"
1573341,16-APR-14,M6C,"0.298"
1570002,16-APR-14,M4V,"0.163"
1574931,16-APR-14,M4E,"6.12"
1570902,16-APR-14,M4M,"3.50"
1570905,15-APR-14,M4R,"1.61"
1570903,15-APR-14,M5P,"0.109"
1570901,14-APR-14,M6J,"<0.0500"
1569992,14-APR-14,M4L,"5.17"
1570003,14-APR-14,M4J,"0.0945"
1568414,13-APR-14,M4J,"<0.0500"
1570004,13-APR-14,M4J,"1.33"
1573057,13-APR-14,M5M,"0.124"
1568418,11-APR-14,M5M,"0.0804"
1567269,10-APR-14,M6G,"0.868"
1568413,10-APR-14,M4L,"6.25"
1573055,09-APR-14,M6E,"0.310"
1567247,09-APR-14,M4K,"4.35"
1568415,09-APR-14,M1N,"1.37"
1567287,09-APR-14,M4M,"4.70"
1567248,08-APR-14,M1N,"0.539"
1567272,08-APR-14,M4L,"1.12"
1568758,08-APR-14,M6P,"<0.0500"
1567268,08-APR-14,M5N,"0.773"
1568412,08-APR-14,M4S,"0.0843"
1565885,07-APR-14,M2N,"0.204"
1565883,06-APR-14,M3H,"3.24"
1565879,06-APR-14,M3H,"3.22"
1565893,06-APR-14,M3H,"0.0990"
1567226,05-APR-14,M4C,"3.28"
1567227,04-APR-14,M4J,"<0.0500"
1567228,04-APR-14,M4G,"3.36"
1568759,03-APR-14,M6P,"0.857"
1568764,03-APR-14,M8V,"0.0950"
1565884,03-APR-14,M5N,"0.334"
1567259,02-APR-14,M6K,"5.66"
1564733,02-APR-14,M9R,"0.199"
1563720,01-APR-14,M4J,"13.0"
1563707,01-APR-14,M4L,"0.802"
1567229,01-APR-14,M6C,"1.22"
1567258,01-APR-14,M6E,"0.163"
1563708,01-APR-14,M4J,"2.57"
1564735,01-APR-14,M9C,"0.446"
1564736,31-MAR-14,M6H,"0.108"
1567273,31-MAR-14,M6H,"0.962"
1564734,31-MAR-14,M9R,"<0.0500"
1567270,31-MAR-14,M6H,"0.472"
1567271,31-MAR-14,M6N,"3.80"
1563706,28-MAR-14,M1L,"0.139"
1568757,28-MAR-14,M6H,"0.732"
1567257,27-MAR-14,M4M,"3.78"
1564745,27-MAR-14,M6H,"0.117"
1560884,26-MAR-14,M9C,"0.260"
1561999,26-MAR-14,M4G,"3.70"
1560771,26-MAR-14,M1H,"0.0500"
1560882,25-MAR-14,M8W,"3.60"
1561991,25-MAR-14,M4L,"5.10"
1562000,24-MAR-14,M4C,"4.70"
1561988,24-MAR-14,M6H,"1.90"
1560883,24-MAR-14,M8V,"<0.0500"
1560886,23-MAR-14,M6R,"2.20"
1565894,23-MAR-14,M4N,"0.249"
1561993,21-MAR-14,M4M,"2.90"
1561992,21-MAR-14,M4C,"0.850"
1561989,20-MAR-14,M4C,"3.00"
1559203,20-MAR-14,M1P,"0.320"
1562002,20-MAR-14,M6K,"1.90"
1561990,20-MAR-14,M4L,"7.00"
1559191,19-MAR-14,M4L,"0.140"
1562005,18-MAR-14,M5P,"2.40"
1565892,18-MAR-14,M3J,"0.0938"
1560885,17-MAR-14,M6J,"8.40"
1562001,17-MAR-14,M4K,"0.220"
1565881,14-MAR-14,M4K,"0.258"
1559192,14-MAR-14,M3H,"0.0680"
1559196,13-MAR-14,M4C,"0.120"
1556415,11-MAR-14,M6J,"7.60"
1556412,11-MAR-14,M4S,"0.270"
1556414,11-MAR-14,M6P,"0.0790"
1565882,11-MAR-14,M6M,"0.0619"
1556418,11-MAR-14,M6J,"0.930"
1555510,10-MAR-14,M6K,"2.40"
1565880,10-MAR-14,M4P,"<0.0500"
1555515,08-MAR-14,M4B,"0.0560"
1556416,07-MAR-14,M4J,"0.690"
1555544,07-MAR-14,M6M,"2.50"
1556417,06-MAR-14,M6J,"2.60"
1555569,02-MAR-14,M3M,"<0.0500"
1556413,28-FEB-14,M5M,"0.100"
1555543,26-FEB-14,M6E,"2.30"
1551409,25-FEB-14,M1M,"0.0600"
1555537,24-FEB-14,M6H,"0.950"
1550688,24-FEB-14,M6S,"8.80"
1550683,24-FEB-14,M6J,"9.50"
1550682,24-FEB-14,M4N,"0.320"
1551405,23-FEB-14,M6C,"2.90"
1551408,21-FEB-14,M4E,"1.10"
1551404,20-FEB-14,M5T,"1.80"
1551407,20-FEB-14,M4G,"8.40"
1551410,20-FEB-14,M4S,"0.570"
1551443,20-FEB-14,M6G,"1.40"
1555518,18-FEB-14,M6A,"0.900"
1550685,18-FEB-14,M6S,"0.0960"
1550684,17-FEB-14,M6S,"3.50"
1549070,14-FEB-14,M4J,"3.90"
1550660,13-FEB-14,M1E,"<0.0500"
1548125,12-FEB-14,M2N,"<0.0500"
1551431,12-FEB-14,M4G,"1.70"
1548103,12-FEB-14,M3H,"0.310"
1549057,12-FEB-14,M4J,"5.20"
1550686,12-FEB-14,M1N,"6.20"
1546863,11-FEB-14,M4C,"0.640"
1548105,10-FEB-14,M4L,"7.00"
1551406,10-FEB-14,M4C,"4.20"
1548106,10-FEB-14,M1N,"2.20"
1551432,09-FEB-14,M6H,"0.0800"
1555346,07-FEB-14,M6H,"0.0540"
1546042,07-FEB-14,M9A,"3.40"
1545998,05-FEB-14,M6S,"4.80"
1544831,04-FEB-14,M4L,"3.90"
1545985,03-FEB-14,M6P,"0.0900"
1546032,03-FEB-14,M6P,"0.340"
1550659,03-FEB-14,M1R,"0.0550"
1585740,03-FEB-14,M2J,"0.0677"
1545995,03-FEB-14,M6P,"0.130"
1544832,03-FEB-14,M4M,"15.0"
1545984,02-FEB-14,M6P,"0.300"
1548124,02-FEB-14,M5M,"0.0950"
1548107,30-JAN-14,M5N,"0.0970"
1544526,30-JAN-14,M4C,"0.120"
1545983,29-JAN-14,M4P,"0.230"
1541356,28-JAN-14,M6R,"12.0"
1542262,28-JAN-14,M4J,"0.0680"
1544829,27-JAN-14,M6H,"1.90"
1541344,27-JAN-14,M6M,"16.0"
1540993,27-JAN-14,M2M,"0.900"
1542263,24-JAN-14,M4E,"5.20"
1541357,24-JAN-14,M1G,"<0.0500"
1540972,24-JAN-14,M6C,"1.30"
1546009,23-JAN-14,M6H,"2.80"
1544828,23-JAN-14,M4G,"2.70"
1546026,22-JAN-14,M5R,"0.0510"
1540983,22-JAN-14,M5N,"0.800"
1544830,21-JAN-14,M6J,"1.60"
1541351,21-JAN-14,M8Z,"0.0650"
1539299,21-JAN-14,M4C,"0.130"
1538649,19-JAN-14,M2M,"1.50"
1540984,19-JAN-14,M9B,"0.780"
1540990,16-JAN-14,M4K,"2.30"
1545982,16-JAN-14,M6P,"0.360"
1546030,16-JAN-14,M6P,"4.40"
1540989,16-JAN-14,M4R,"14.0"
1538650,15-JAN-14,M4L,"0.640"
1537590,15-JAN-14,M1L,"0.0800"
1536627,14-JAN-14,M6N,"12.0"
1538647,14-JAN-14,M6H,"0.380"
1538637,14-JAN-14,M6H,"6.30"
1546023,13-JAN-14,M6E,"1.50"
1536622,13-JAN-14,M6P,"0.460"
1538648,13-JAN-14,M6H,"6.70"
1538643,13-JAN-14,M6E,"1.90"
1537589,10-JAN-14,M4C,"<0.0500"
1535461,09-JAN-14,M4G,"0.880"
1535457,09-JAN-14,M4C,"1.60"
1535406,08-JAN-14,M4K,"0.330"
1538646,08-JAN-14,M4M,"6.00"
1535092,07-JAN-14,M4J,"5.60"
1540991,06-JAN-14,M6H,"12.0"
1548101,06-JAN-14,M3B,"0.190"
1536641,03-JAN-14,M1L,"0.0920"
1535456,02-JAN-14,M4K,"0.110"
1536645,01-JAN-14,M4E,"7.80"
