"Sample Number","Sampled Date","Partial Postal Code","Lead Amount ppb"
1815445,02-NOV-15,M6S,"1.92"
1818480,02-NOV-15,M4G,"0.113"
1815429,02-NOV-15,M6C,"4.96"
1830483,02-NOV-15,M4R,"2.33"
1816002,02-NOV-15,M4E,"0.119"
1815436,01-NOV-15,M4L,"0.423"
1813030,30-OCT-15,M4B,"<0.0500"
1815456,29-OCT-15,M8Z,"0.126"
1812697,29-OCT-15,M6S,"<0.0500"
1812758,29-OCT-15,M6S,"2.48"
1812745,29-OCT-15,M6S,"1.07"
1812694,28-OCT-15,M6P,"1.46"
1812690,28-OCT-15,M4M,"0.440"
1812691,27-OCT-15,M6E,"0.745"
1815971,27-OCT-15,M4L,"3.26"
1816018,27-OCT-15,M4G,"0.600"
1816003,26-OCT-15,M4C,"1.54"
1815975,26-OCT-15,M4E,"2.18"
1816020,26-OCT-15,M4L,"1.06"
1816021,26-OCT-15,M4L,"0.0550"
1816022,26-OCT-15,M4E,"<0.0500"
1815974,26-OCT-15,M4E,"0.988"
1816989,26-OCT-15,M6H,"<0.0500"
1812689,26-OCT-15,M6P,"0.0699"
1816992,26-OCT-15,M4M,"0.242"
1811344,26-OCT-15,M8W,"1.17"
1812696,25-OCT-15,M6C,"1.68"
1812755,23-OCT-15,M6H,"0.900"
1812722,23-OCT-15,M4K,"0.437"
1812760,23-OCT-15,M5R,"1.60"
1815972,23-OCT-15,M4C,"0.915"
1812692,22-OCT-15,M6H,"<0.0500"
1812731,22-OCT-15,M6K,"0.386"
1811343,22-OCT-15,M4S,"3.44"
1812719,22-OCT-15,M6H,"1.85"
1816988,21-OCT-15,M4S,"0.781"
1809144,21-OCT-15,M4L,"0.341"
1812695,20-OCT-15,M5N,"0.539"
1809135,20-OCT-15,M4M,"0.323"
1809146,20-OCT-15,M4G,"0.204"
1809153,19-OCT-15,M4N,"0.477"
1809133,19-OCT-15,M4C,"1.43"
1816996,19-OCT-15,M4G,"<0.0500"
1809155,19-OCT-15,M4V,"1.09"
1809156,18-OCT-15,M4K,"2.50"
1815474,17-OCT-15,M1E,"<0.0500"
1809120,16-OCT-15,M1N,"<0.0500"
1809141,16-OCT-15,M4C,"0.0902"
1816995,15-OCT-15,M5P,"<0.0500"
1808172,15-OCT-15,M6S,"0.231"
1812693,15-OCT-15,M9A,"<0.0500"
1816979,14-OCT-15,M5M,"0.290"
1809119,14-OCT-15,M1L,"2.95"
1809118,13-OCT-15,M6R,"2.17"
1805919,13-OCT-15,M4C,"1.45"
1816975,13-OCT-15,M5P,"8.50"
1816978,13-OCT-15,M4R,"0.866"
1807389,09-OCT-15,M6E,"3.74"
1805918,09-OCT-15,M4C,"20.6"
1807373,09-OCT-15,M6R,"2.45"
1805003,09-OCT-15,M6S,"<0.0500"
1807368,08-OCT-15,M6R,"2.07"
1807326,08-OCT-15,M6K,"0.492"
1804194,08-OCT-15,M5P,"<0.0500"
1804219,08-OCT-15,M2M,"0.123"
1804211,08-OCT-15,M6A,"<0.0500"
1804193,08-OCT-15,M5M,"0.138"
1807324,08-OCT-15,M6G,"1.89"
1807323,08-OCT-15,M6P,"1.23"
1804192,08-OCT-15,M2H,"<0.0500"
1805931,08-OCT-15,M4E,"<0.0500"
1807325,07-OCT-15,M6G,"<0.0500"
1805932,07-OCT-15,M6G,"<0.0500"
1805944,07-OCT-15,M4E,"4.74"
1805920,07-OCT-15,M4L,"1.23"
1805930,07-OCT-15,M4L,"0.0965"
1805929,06-OCT-15,M6S,"23.0"
1809121,06-OCT-15,M4J,"<0.0500"
1803101,06-OCT-15,M4C,"0.229"
1804987,05-OCT-15,M9C,"0.0853"
1804999,05-OCT-15,M6K,"0.0903"
1805951,05-OCT-15,M6S,"0.0636"
1804212,05-OCT-15,M4S,"0.783"
1803072,02-OCT-15,M4C,"<0.0500"
1803073,02-OCT-15,M4L,"<0.0500"
1804209,02-OCT-15,M5M,"2.49"
1803074,02-OCT-15,M4E,"1.66"
1803121,02-OCT-15,M4C,"0.0846"
1803098,02-OCT-15,M4K,"11.1"
1803075,02-OCT-15,M6S,"7.73"
1803116,02-OCT-15,M6M,"1.13"
1803071,01-OCT-15,M6E,"2.15"
1800384,30-SEP-15,M4J,"1.11"
1800393,29-SEP-15,M4J,"1.90"
1802410,29-SEP-15,M6P,"1.23"
1800430,29-SEP-15,M4L,"0.952"
1805004,28-SEP-15,M8W,"<0.0500"
1800350,28-SEP-15,M4C,"0.123"
1800406,28-SEP-15,M4J,"<0.0500"
1800431,28-SEP-15,M6E,"59.1"
1800407,27-SEP-15,M4K,"3.08"
1800392,25-SEP-15,M6K,"0.649"
1800403,25-SEP-15,M6E,"1.73"
1800385,24-SEP-15,M4M,"3.18"
1796374,24-SEP-15,M6S,"1.70"
1804992,23-SEP-15,M8Z,"<0.0500"
1796394,23-SEP-15,M1P,"<0.0500"
1796398,22-SEP-15,M1S,"<0.0500"
1796393,22-SEP-15,M6S,"0.0577"
1798119,22-SEP-15,M4B,"0.181"
1798128,22-SEP-15,M4J,"0.0578"
1798131,22-SEP-15,M4J,"3.26"
1798120,22-SEP-15,M4G,"0.428"
1798129,22-SEP-15,M4J,"6.21"
1796397,21-SEP-15,M1K,"0.106"
1796392,18-SEP-15,M6C,"<0.0500"
1798133,17-SEP-15,M6R,"<0.0500"
1796376,17-SEP-15,M6S,"<0.0500"
1795724,17-SEP-15,M4B,"2.45"
1796391,16-SEP-15,M6S,"<0.0500"
1796396,16-SEP-15,M6P,"2.32"
1798127,16-SEP-15,M4M,"0.438"
1804988,16-SEP-15,M6J,"0.867"
1795743,15-SEP-15,M3H,"<0.0500"
1795749,15-SEP-15,M1N,"3.49"
1795739,15-SEP-15,M4K,"0.0561"
1795745,14-SEP-15,M4E,"0.117"
1795741,14-SEP-15,M4J,"8.58"
1795740,14-SEP-15,M4K,"16.2"
1793070,13-SEP-15,M6J,"0.0583"
1795985,13-SEP-15,M4J,"<0.0500"
1798153,13-SEP-15,M6L,"<0.0500"
1793061,13-SEP-15,M6J,"0.389"
1796395,12-SEP-15,M1N,"<0.0500"
1793067,12-SEP-15,M6R,"0.348"
1793072,12-SEP-15,M1L,"<0.0500"
1795742,11-SEP-15,M1H,"0.217"
1795747,11-SEP-15,M4L,"0.203"
1795744,11-SEP-15,M4C,"<0.0500"
1796399,11-SEP-15,M9A,"0.0893"
1798132,11-SEP-15,M9A,"<0.0500"
1793601,11-SEP-15,M6J,"0.0505"
1793065,10-SEP-15,M4X,"0.0949"
1798130,10-SEP-15,M9C,"0.376"
1793071,10-SEP-15,M6H,"1.83"
1793069,09-SEP-15,M6G,"<0.0500"
1795738,09-SEP-15,M4C,"2.98"
1790171,08-SEP-15,M6P,"0.139"
1795748,08-SEP-15,M4J,"2.60"
1790174,08-SEP-15,M6S,"5.69"
1793605,07-SEP-15,M2K,"0.107"
1795736,04-SEP-15,M4C,"1.03"
1795746,04-SEP-15,M4C,"8.44"
1790177,03-SEP-15,M6S,"7.09"
1790175,03-SEP-15,M8W,"0.226"
1795732,03-SEP-15,M4C,"0.328"
1789192,02-SEP-15,M4C,"8.17"
1789221,02-SEP-15,M8V,"<0.0500"
1789203,02-SEP-15,M4L,"2.87"
1790173,02-SEP-15,M6N,"0.970"
1789206,01-SEP-15,M6R,"0.234"
1789208,01-SEP-15,M4L,"10.9"
1793606,01-SEP-15,M4T,"1.86"
1789213,01-SEP-15,M6N,"0.967"
1793607,01-SEP-15,M6B,"<0.0500"
1790176,01-SEP-15,M8X,"0.0983"
1789167,30-AUG-15,M4G,"106"
1793604,29-AUG-15,M4G,"0.0672"
1789195,29-AUG-15,M4C,"2.01"
1789220,28-AUG-15,M6M,"1.31"
1789163,28-AUG-15,M8V,"0.224"
1789188,28-AUG-15,M4G,"<0.0500"
1789164,28-AUG-15,M4E,"0.0731"
1789189,27-AUG-15,M4G,"1.63"
1789218,27-AUG-15,M6M,"5.54"
1789200,27-AUG-15,M4M,"0.740"
1789204,27-AUG-15,M9N,"0.467"
1789191,26-AUG-15,M4J,"1.23"
1793603,26-AUG-15,M2K,"0.0844"
1789207,26-AUG-15,M6S,"1.04"
1784710,25-AUG-15,M8W,"0.0664"
1789165,25-AUG-15,M4L,"<0.0500"
1784712,25-AUG-15,M8Z,"0.207"
1784297,25-AUG-15,M6P,"<0.0500"
1789199,24-AUG-15,M4J,"29.8"
1789194,24-AUG-15,M4K,"<0.0500"
1784317,21-AUG-15,M4K,"0.311"
1789190,21-AUG-15,M4P,"1.19"
1784321,21-AUG-15,M6J,"1.18"
1784335,21-AUG-15,M6S,"0.0882"
1784345,21-AUG-15,M6S,"0.0808"
1789193,21-AUG-15,M4L,"1.16"
1784320,20-AUG-15,M2P,"0.0753"
1784342,20-AUG-15,M4L,"1.87"
1784318,20-AUG-15,M9N,"0.0729"
1784268,20-AUG-15,M4K,"0.115"
1784314,19-AUG-15,M6E,"6.12"
1782491,19-AUG-15,M9W,"<0.0500"
1784293,19-AUG-15,M4E,"3.32"
1784336,18-AUG-15,M4S,"<0.0500"
1784289,18-AUG-15,M6S,"<0.0500"
1784307,18-AUG-15,M4C,"2.62"
1782490,18-AUG-15,M8X,"2.54"
1784319,18-AUG-15,M6J,"0.0959"
1790179,17-AUG-15,M1L,"<0.0500"
1784272,17-AUG-15,M6N,"1.18"
1784346,17-AUG-15,M6A,"<0.0500"
1784286,17-AUG-15,M6K,"4.27"
1784322,17-AUG-15,M2R,"<0.0500"
1790172,14-AUG-15,M1N,"1.92"
1784267,13-AUG-15,M4L,"0.125"
1782481,13-AUG-15,M8Z,"<0.0500"
1782463,13-AUG-15,M8X,"0.308"
1784316,13-AUG-15,M4M,"2.14"
1779430,12-AUG-15,M4M,"0.128"
1781105,12-AUG-15,M4R,"0.459"
1779473,12-AUG-15,M6K,"1.34"
1781117,11-AUG-15,M3A,"0.238"
1779457,11-AUG-15,M5N,"0.0746"
1779591,10-AUG-15,M1N,"0.206"
1779456,10-AUG-15,M4M,"3.41"
1779594,10-AUG-15,M4A,"<0.0500"
1779438,09-AUG-15,M6R,"0.708"
1779458,07-AUG-15,M4C,"0.0963"
1778111,07-AUG-15,M5N,"2.08"
1779437,07-AUG-15,M4J,"1.16"
1779471,07-AUG-15,M4K,"<0.0500"
1778108,07-AUG-15,M4P,"15.7"
1779592,07-AUG-15,M6E,"0.0998"
1776524,06-AUG-15,M4G,"0.0516"
1779593,06-AUG-15,M4J,"2.22"
1779628,06-AUG-15,M4M,"0.587"
1779472,06-AUG-15,M4L,"1.04"
1779590,05-AUG-15,M6R,"<0.0500"
1776521,05-AUG-15,M6J,"1.88"
1776527,05-AUG-15,M4C,"4.93"
1784711,04-AUG-15,M8W,"0.734"
1776502,04-AUG-15,M6S,"3.53"
1776517,04-AUG-15,M6R,"1.85"
1776523,04-AUG-15,M4K,"0.447"
1775803,04-AUG-15,M9B,"0.0736"
1776525,04-AUG-15,M4J,"0.0782"
1778109,01-AUG-15,M4G,"3.82"
1778110,31-JUL-15,M5M,"1.82"
1776519,31-JUL-15,M4G,"1.34"
1776526,30-JUL-15,M6H,"0.136"
1776522,30-JUL-15,M4C,"0.926"
1778112,30-JUL-15,M4S,"1.86"
1776520,30-JUL-15,M6P,"<0.0500"
1772646,29-JUL-15,M6S,"0.636"
1772740,29-JUL-15,M4J,"0.0833"
1773458,29-JUL-15,M4C,"1.84"
1772691,28-JUL-15,M6G,"0.238"
1772648,28-JUL-15,M4M,"1.21"
1773461,28-JUL-15,M4L,"0.434"
1772645,28-JUL-15,M6P,"3.92"
1779588,28-JUL-15,M6H,"0.572"
1772721,28-JUL-15,M5P,"<0.0500"
1779589,27-JUL-15,M8W,"<0.0500"
1773451,27-JUL-15,M4C,"3.23"
1772689,27-JUL-15,M4R,"0.411"
1772693,27-JUL-15,M4C,"0.190"
1772688,27-JUL-15,M4R,"0.0931"
1772708,27-JUL-15,M6E,"3.07"
1772687,26-JUL-15,M4R,"6.05"
1772690,26-JUL-15,M4C,"0.0766"
1773459,26-JUL-15,M1M,"0.0820"
1772707,25-JUL-15,M6R,"0.706"
1772734,24-JUL-15,M6R,"35.0"
1776528,24-JUL-15,M4J,"0.0536"
1773460,23-JUL-15,M4S,"1.24"
1775802,23-JUL-15,M1N,"<0.0500"
1776496,23-JUL-15,M8V,"0.284"
1769702,23-JUL-15,M4C,"<0.0500"
1772710,22-JUL-15,M9M,"0.0596"
1772705,22-JUL-15,M5P,"0.0907"
1769712,21-JUL-15,M4E,"3.39"
1772692,21-JUL-15,M4Y,"0.0692"
1776518,21-JUL-15,M6S,"2.99"
1769711,21-JUL-15,M5M,"1.35"
1769703,21-JUL-15,M4J,"<0.0500"
1768159,20-JUL-15,M4K,"<0.0500"
1768154,20-JUL-15,M4R,"0.0889"
1772724,19-JUL-15,M5R,"0.318"
1769704,18-JUL-15,M4J,"9.33"
1776503,17-JUL-15,M6S,"<0.0500"
1768157,17-JUL-15,M6H,"0.231"
1768155,17-JUL-15,M4J,"2.44"
1768171,16-JUL-15,M9P,"0.0726"
1772706,16-JUL-15,M2N,"0.0553"
1768153,16-JUL-15,M6K,"<0.0500"
1790178,15-JUL-15,M4J,"<0.0500"
1772709,15-JUL-15,M4E,"3.58"
1768158,15-JUL-15,M6H,"3.76"
1768174,15-JUL-15,M6G,"0.624"
1766152,15-JUL-15,M4L,"0.944"
1768178,15-JUL-15,M9P,"<0.0500"
1765198,14-JUL-15,M8W,"0.695"
1765200,13-JUL-15,M6N,"0.258"
1764190,13-JUL-15,M4X,"1.60"
1765624,13-JUL-15,M4C,"0.104"
1765202,13-JUL-15,M6E,"0.957"
1768156,13-JUL-15,M4L,"2.76"
1765199,12-JUL-15,M6S,"0.824"
1764199,12-JUL-15,M8X,"0.111"
1765075,12-JUL-15,M1P,"<0.0500"
1765287,11-JUL-15,M6K,"2.45"
1764200,11-JUL-15,M6R,"0.639"
1765791,10-JUL-15,M4G,"0.394"
1765197,09-JUL-15,M8V,"0.205"
1765201,09-JUL-15,M8V,"0.164"
1764207,09-JUL-15,M5P,"0.777"
1764731,09-JUL-15,M5M,"1.11"
1764732,09-JUL-15,M5M,"1.72"
1764201,09-JUL-15,M6G,"1.52"
1761475,08-JUL-15,M8Y,"0.0505"
1764188,08-JUL-15,M4E,"0.0504"
1764744,08-JUL-15,M6P,"0.108"
1761472,08-JUL-15,M4N,"4.05"
1765680,08-JUL-15,M4G,"0.0789"
1765665,08-JUL-15,M4M,"0.301"
1764189,08-JUL-15,M4L,"2.26"
1764191,08-JUL-15,M4M,"0.0711"
1761474,07-JUL-15,M4T,"0.335"
1765648,07-JUL-15,M4C,"38.3"
1761339,06-JUL-15,M6A,"0.139"
1761473,06-JUL-15,M6E,"1.18"
1761470,06-JUL-15,M4E,"14.3"
1761468,06-JUL-15,M6H,"8.53"
1765912,06-JUL-15,M4K,"3.31"
1761338,06-JUL-15,M3J,"0.0912"
1761469,05-JUL-15,M4M,"0.186"
1761497,02-JUL-15,M6P,"0.270"
1773450,02-JUL-15,M1G,"0.0905"
1761495,02-JUL-15,M4N,"<0.0500"
1761471,02-JUL-15,M6P,"5.38"
1758472,30-JUN-15,M5N,"1.29"
1761337,30-JUN-15,M5N,"1.01"
1761336,29-JUN-15,M2K,"<0.0500"
1758474,29-JUN-15,M6S,"2.41"
1758473,29-JUN-15,M4T,"1.48"
1758475,25-JUN-15,M5R,"0.163"
1765612,24-JUN-15,M4K,"8.35"
1755409,23-JUN-15,M6P,"0.0757"
1755407,23-JUN-15,M6S,"1.05"
1755768,22-JUN-15,M4A,"<0.0500"
1755405,19-JUN-15,M4J,"0.0545"
1755411,19-JUN-15,M6R,"24.8"
1755410,19-JUN-15,M4E,"0.237"
1757244,18-JUN-15,M5M,"<0.0500"
1755397,18-JUN-15,M1M,"0.104"
1755408,18-JUN-15,M6E,"2.80"
1755406,18-JUN-15,M4B,"0.196"
1757251,17-JUN-15,M6J,"3.63"
1758476,17-JUN-15,M5M,"0.0775"
1757242,16-JUN-15,M4K,"0.133"
1753129,16-JUN-15,M4M,"<0.0500"
1755398,16-JUN-15,M8V,"0.908"
1752239,15-JUN-15,M9A,"<0.0500"
1757245,15-JUN-15,M5A,"0.665"
1753128,15-JUN-15,M4M,"0.0808"
1751419,15-JUN-15,M8V,"0.154"
1753127,15-JUN-15,M4E,"0.624"
1751451,14-JUN-15,M5S,"0.650"
1751406,14-JUN-15,M4E,"0.499"
1751421,14-JUN-15,M2H,"<0.0500"
1751449,14-JUN-15,M6S,"1.22"
1751418,12-JUN-15,M6P,"1.92"
1751420,12-JUN-15,M6H,"0.847"
1751408,12-JUN-15,M6P,"0.860"
1751409,12-JUN-15,M6P,"0.297"
1751407,12-JUN-15,M6P,"0.805"
1757248,11-JUN-15,M4M,"<0.0500"
1751425,11-JUN-15,M6C,"0.122"
1752205,11-JUN-15,M9C,"0.0534"
1751454,11-JUN-15,M8V,"0.308"
1749864,10-JUN-15,M4C,"0.0930"
1749841,10-JUN-15,M4J,"2.02"
1751442,10-JUN-15,M4M,"<0.0500"
1751417,09-JUN-15,M2L,"2.32"
1751443,09-JUN-15,M4K,"0.202"
1751424,09-JUN-15,M4L,"0.136"
1752201,08-JUN-15,M8V,"<0.0500"
1748501,08-JUN-15,M4E,"1.62"
1749840,08-JUN-15,M4J,"0.0808"
1749843,08-JUN-15,M4J,"0.176"
1752204,07-JUN-15,M6A,"<0.0500"
1766051,07-JUN-15,M4K,"0.433"
1749875,07-JUN-15,M4J,"0.889"
1749842,05-JUN-15,M4L,"<0.0500"
1753146,05-JUN-15,M2L,"0.473"
1752196,05-JUN-15,M8Y,"0.0633"
1748502,05-JUN-15,M6R,"0.588"
1748503,05-JUN-15,M6S,"0.159"
1749851,05-JUN-15,M4L,"0.0658"
1748494,05-JUN-15,M6R,"0.0722"
1748506,04-JUN-15,M4C,"0.349"
1748493,04-JUN-15,M5M,"47.3"
1748579,04-JUN-15,M6G,"<0.0500"
1748504,03-JUN-15,M6P,"4.83"
1748491,03-JUN-15,M6G,"1.04"
1745535,02-JUN-15,M6J,"7.51"
1745536,01-JUN-15,M6S,"2.58"
1745905,01-JUN-15,M8X,"0.132"
1745533,01-JUN-15,M6H,"1.08"
1748505,01-JUN-15,M4R,"1.92"
1747386,31-MAY-15,M4J,"0.954"
1745531,31-MAY-15,M6N,"3.14"
1745906,30-MAY-15,M8W,"<0.0500"
1753145,29-MAY-15,M1J,"0.247"
1745537,29-MAY-15,M1L,"1.47"
1747387,29-MAY-15,M1R,"0.215"
1747388,28-MAY-15,M4L,"0.350"
1747389,28-MAY-15,M4C,"3.71"
1745907,28-MAY-15,M8Y,"0.0674"
1745532,28-MAY-15,M6H,"0.0647"
1753143,28-MAY-15,M1R,"1.06"
1748492,27-MAY-15,M4G,"0.0583"
1743755,26-MAY-15,M4J,"0.104"
1743758,26-MAY-15,M4G,"3.06"
1742063,26-MAY-15,M6R,"<0.0500"
1742646,25-MAY-15,M9V,"0.918"
1743756,25-MAY-15,M4J,"0.0982"
1743757,25-MAY-15,M4C,"2.13"
1742163,25-MAY-15,M6C,"0.660"
1742066,25-MAY-15,M4N,"0.0518"
1743760,25-MAY-15,M4C,"0.0980"
1745534,24-MAY-15,M5R,"0.487"
1743759,22-MAY-15,M4C,"0.0968"
1742125,22-MAY-15,M4K,"0.0551"
1742129,21-MAY-15,M6P,"0.168"
1742067,21-MAY-15,M5M,"1.46"
1743754,21-MAY-15,M4K,"0.106"
1742064,21-MAY-15,M4W,"0.0688"
1742068,21-MAY-15,M6P,"0.128"
1742090,21-MAY-15,M6J,"0.309"
1742159,21-MAY-15,M6H,"0.210"
1742065,21-MAY-15,M6M,"1.06"
1742648,21-MAY-15,M9A,"0.0773"
1742123,21-MAY-15,M6P,"0.189"
1742071,21-MAY-15,M5P,"<0.0500"
1742069,20-MAY-15,M6P,"0.547"
1740926,20-MAY-15,M4M,"1.98"
1740476,20-MAY-15,M4W,"0.283"
1742115,20-MAY-15,M6K,"<0.0500"
1740924,20-MAY-15,M4J,"6.27"
1740479,20-MAY-15,M6H,"0.0618"
1740923,19-MAY-15,M6E,"<0.0500"
1742078,18-MAY-15,M6S,"2.46"
1740445,15-MAY-15,M6R,"2.87"
1740922,15-MAY-15,M4J,"1.09"
1740394,15-MAY-15,M4N,"2.62"
1740395,15-MAY-15,M6R,"0.996"
1740901,14-MAY-15,M1L,"0.117"
1740446,14-MAY-15,M6R,"0.204"
1740448,14-MAY-15,M8Y,"0.797"
1740465,14-MAY-15,M6E,"7.27"
1740919,14-MAY-15,M4K,"<0.0500"
1737782,13-MAY-15,M4C,"0.409"
1742647,13-MAY-15,M6S,"0.487"
1737780,13-MAY-15,M4K,"0.588"
1740451,13-MAY-15,M6C,"0.395"
1740447,13-MAY-15,M6E,"1.82"
1736513,13-MAY-15,M1B,"5.68"
1740456,13-MAY-15,M6R,"0.575"
1737781,13-MAY-15,M4K,"0.600"
1740419,13-MAY-15,M6S,"<0.0500"
1737778,12-MAY-15,M4J,"0.0884"
1736507,12-MAY-15,M4K,"0.265"
1736512,12-MAY-15,M5S,"0.479"
1737776,12-MAY-15,M4K,"1.00"
1740458,12-MAY-15,M6S,"0.415"
1736508,11-MAY-15,M6S,"0.775"
1736515,11-MAY-15,M6B,"1.12"
1736511,11-MAY-15,M3H,"<0.0500"
